project:,,,network
732,630,734,690,783,678,615,608,711,486,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21541
864,909,876,888,897,903,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21543
2234,2259,2283,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21545
2123,2142,2187,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21547
1707,1854,1869,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21549
1499,1554,1686,1671,1656,1506,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21551
429,2193,2226,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21553
623,672,654,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21555
11562,12159,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21557
530,537,543,528,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21559
1406,1536,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21561
5762,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21563
462,477,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21565
10119,10125,1605,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21567
7424,7563,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21569
8420,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21571
7214,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21573
4139,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21575
2858,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21577
1202,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21579
404,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21581
395,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21583
386,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21585
377,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21587
368,
the 10 core nodes (decreasingly ordered by the module assignment values) of the module 21589
359,
